"ABronte_Agnes" "ABronte_Tenant" "Austen_Emma" "Austen_Pride" "Austen_Sense" "CBronte_Jane" "CBronte_Professor" "CBronte_Villette" "Dickens_Bleak" "Dickens_David" "Dickens_Hard" "EBronte_Wuthering" "Eliot_Adam" "Eliot_Middlemarch" "Eliot_Mill" "Fielding_Joseph" "Fielding_Tom" "Richardson_Clarissa" "Richardson_Pamela" "Sterne_Sentimental" "Sterne_Tristram" "Thackeray_Barry" "Thackeray_Pendennis" "Thackeray_Vanity" "Trollope_Barchester" "Trollope_Phineas" "Trollope_Prime"
"gate" 0.0101034885902747 0.00706722105089577 0.00246954739370142 0.00488893958900315 0.00414126689636894 0.00687034600119438 0.00667096573347268 0.00152487839094832 0.00994411957251335 0.0126437887387821 0.00378762771407198 0.0217757267648808 0.0246821610802709 0.0101978065445196 0.0144731989037719 0.00144868748913484 0.00256683759903715 0.000410030998343475 0.00292746639043394 0.00967351874244256 0.0146981627296588 0.0115907088877556 0.0150803095027885 0.00770566912498916 0.00896726946644747 0.00074908892060032 0.00104144608260056
"takes" 0.00144335551289638 0.000588935087574647 0.00493909478740284 0.00488893958900315 0.00496952027564272 0.00105697630787606 0.00778279335571813 0.00304975678189664 0.0317659375233065 0.00522243447906216 0.00473453464258998 0.00335011180998166 0.00762903160662918 0.00401731772965924 0.00793691552787491 0.00144868748913484 0.00199642924369556 0.00789309671811189 0.00990834778300718 0.00725513905683192 0.010498687664042 0.00618171140680297 0.00932237314717834 0.00610032139061642 0.0024909081851243 0.0037454446030016 0.00277718955360149
"sisters" 0.0216503326934457 0.00294467543787324 0.00740864218110426 0.0619265681273732 0.0397561622051418 0.0248389432350874 0.00222365524449089 0.0020331711879311 0.00248602989312834 0.00302351469840441 0.000946906928517996 0.00167505590499083 0.00538519878115001 0.00370829328891622 0.0144731989037719 0.00289737497826969 0.00199642924369556 0.00389529448426301 0.0024770869457518 0.00241837968561064 0.0015748031496063 0.00309085570340149 0.00411281168257868 0.0205484509999711 0.00448363473322373 0.00599271136480256 0.00138859477680075
"western" 0 0.000588935087574647 0.000617386848425355 0 0 0.00158546446181409 0 0 0.000552451087361853 0.000274864972582219 0 0.000837527952495414 0.000448766565095834 0.00123609776297207 0.000933754767985284 0.00434606246740453 0.121782183865429 0 0.000225189722341072 0.00241837968561064 0 0 0.000274187445505245 0.000963208640623646 0.00199272654809944 0.00112363338090048 0.000347148694200187
"knees" 0.00577342205158553 0.00530041578817183 0 0.000814823264833858 0.00248476013782136 0.00475639338544227 0.00111182762224545 0.00254146398491387 0.00552451087361853 0.00687162431455547 0.00473453464258998 0.010050335429945 0.00942409786701252 0.0033992688481732 0.00980442506384548 0.0108651561685113 0.00855612533012384 0.00768808121894015 0.0137365730628054 0.00725513905683192 0.0041994750656168 0.00849985318435409 0.0128868099387465 0.0112374341406092 0.00647636128132317 0.0037454446030016 0.00243004085940131
"placed" 0.00721677756448191 0.00706722105089577 0.00926080272638032 0.00733340938350472 0.00993904055128545 0.017968597233893 0.0144537590891908 0.0147404911125004 0.00441960869889482 0.00522243447906216 0.00662834849962597 0.00837527952495415 0.00448766565095834 0.00494439105188829 0.00466877383992642 0.0065190937011068 0.00969694204080701 0.00307523248757606 0.00427860472448038 0.0145102781136638 0.0083989501312336 0.00927256711020446 0.00575793635561015 0.0128427818749819 0.00547999800727345 0.011610878269305 0.00555437910720299
"safe" 0.00144335551289638 0.010011896488769 0.0129651238169325 0.00651858611867086 0.00828253379273787 0.0089842986169465 0.00667096573347268 0.0132156127215521 0.00745808967938501 0.00549729945164438 0.0132566969992519 0.010050335429945 0.00538519878115001 0.00370829328891622 0.00840379291186756 0.00217303123370227 0.00741530861944066 0.0068680192222532 0.00990834778300718 0.00725513905683192 0.0062992125984252 0.00618171140680297 0.00246768700954721 0.00321069546874549 0.00448363473322373 0.0101127004281043 0.0079844199666043
"soft" 0.0101034885902747 0.0141344421017915 0.00617386848425355 0 0.00165650675854757 0.0195540616957071 0.0244602076893998 0.0167736623004315 0.0041433831552139 0.00742135425971991 0.00284072078555399 0.0125629192874312 0.01615559634345 0.00463536661114528 0.00793691552787491 0.00579474995653938 0.00285204177670795 0.00287021698840432 0.00382822527979823 0 0.0089238845144357 0.00309085570340149 0.00466118657358917 0.00866887776561281 0.0134509041996712 0.00786543366630336 0.00763727127240411
"necessity" 0.0101034885902747 0.00883402631361971 0.00617386848425355 0.00896305591317243 0.0149085608269282 0.00634185784725635 0.010006448600209 0.00457463517284497 0.00497205978625667 0.00247378475323997 0.00378762771407198 0.00502516771497249 0.00403889908586251 0.00741658657783244 0.0056025286079117 0.00362171872283711 0.00399285848739112 0.011685883452789 0.00540455333618574 0.0169286577992745 0.0062992125984252 0.00386356962925186 0.00383862423707343 0.00224748682812184 0.0189309022069447 0.00711634474570304 0.00972016343760523
"lest" 0.0129901996160674 0.0111897666639183 0.00123477369685071 0.00651858611867086 0.00248476013782136 0.00528488153938029 0 0.00609951356379329 0.00359093206785204 0.00549729945164438 0.00284072078555399 0.00837527952495415 0.0116679306924917 0.00865268434080451 0.018208217975713 0.00217303123370227 0.00912653368546542 0.0106608059569303 0.0135113833404643 0.00241837968561064 0.0047244094488189 0.00309085570340149 0.00411281168257868 0.00417390410936913 0.000996363274049719 0.00149817784120064 0.00347148694200187
"sensible" 0.0115468441031711 0.0129565719266422 0.0154346712106339 0.0260743444746834 0.0107672939305592 0.00634185784725635 0.0133419314669454 0.00711609915775884 0.00883921739778964 0.00962027404037766 0.00662834849962597 0.00335011180998166 0.00718026504153335 0.00278121996668717 0.00280126430395585 0.00362171872283711 0.0145454130612105 0.0102507749585869 0.00765645055959646 0.00725513905683192 0.005249343832021 0 0.000822562336515736 0.000963208640623646 0.000996363274049719 0 0.000347148694200187
"slowly" 0.018763621667653 0.00706722105089577 0.00370432109055213 0.00325929305933543 0.00165650675854757 0.0089842986169465 0.0189010695781726 0.00762439195474161 0.0168497581645365 0.0164918983549331 0.0160974177848059 0.00502516771497249 0.0170531294736417 0.0105068309852626 0.0210094822796689 0.000724343744567422 0.000285204177670795 0.00133260074461629 0.000675569167023217 0.00241837968561064 0.0068241469816273 0.00386356962925186 0.00219349956404196 0.00160534773437274 0.0129527225626463 0.00674180028540288 0.00624867649560336
"jewkes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.103136892832211 0 0 0 0 0 0 0 0
"solemn" 0.00144335551289638 0.00765615613847042 0.00308693424212677 0.00407411632416929 0.00165650675854757 0.0110982512326986 0.00444731048898179 0.011182441533621 0.0041433831552139 0.00494756950647994 0.00189381385703599 0.00251258385748624 0.00628273191134168 0.00432634217040226 0.00373501907194114 0.00434606246740453 0.00912653368546542 0.0146586081907792 0.00585493278086788 0.00483675937122128 0.0020997375328084 0.00695442533265335 0.00712887358313638 0.00834780821873826 0.00896726946644747 0.00224726676180096 0.00451293302460243
"philip" 0 0 0.000617386848425355 0 0 0 0 0 0 0 0 0 0 0 0.210094822796689 0 0 0.000307523248757606 0 0 0.0005249343832021 0 0 0.000642139093749097 0 0 0
"support" 0.0101034885902747 0.00824509122604507 0.00493909478740284 0.005703762853837 0.011595547309833 0.00158546446181409 0.00778279335571813 0.00406634237586219 0.00386715761153297 0.00494756950647994 0.00284072078555399 0.00418763976247707 0.002692599390575 0.00710756213708942 0.00326814168794849 0.00362171872283711 0.0114081671068318 0.0085081432156271 0.0065305019478911 0.00725513905683192 0.0036745406824147 0.00463628355510223 0.00356443679156819 0.00321069546874549 0.00747272455537289 0.0176035896341075 0.0190931781810103
"ways" 0.00866013307737829 0.00530041578817183 0.00987818957480568 0.00244446979450157 0.00165650675854757 0.00475639338544227 0.00333548286673634 0.00355804957887942 0.00745808967938501 0.00659675934197326 0.010415976213698 0.00837527952495415 0.00718026504153335 0.00896170878154753 0.00793691552787491 0.00796778119024164 0.00427806266506192 0.00861065096521297 0.00765645055959646 0.00241837968561064 0.0136482939632546 0.0131361367394563 0.00356443679156819 0.00417390410936913 0.00797090619239775 0.00786543366630336 0.00590152780140317
"monk" 0 0 0 0 0 0 0 0 0 0 0 0 0.000448766565095834 0.00247219552594415 0.000466877383992642 0 0 0 0.000675569167023217 0.0483675937122128 0.0020997375328084 0 0 0 0 0.108992437947347 0.0444350328576239
"permit" 0 0.00294467543787324 0.000617386848425355 0.000814823264833858 0.000828253379273787 0.00475639338544227 0.00555913811122724 0.00762439195474161 0.00165735326208556 0.00137432486291109 0.00189381385703599 0.00251258385748624 0 0 0 0.00796778119024164 0.00285204177670795 0.022654212658477 0.0261220077915644 0.00483675937122128 0.0020997375328084 0.00154542785170074 0.00411281168257868 0.00160534773437274 0.00298908982214916 0.0018727223015008 0.00208289216520112
"equally" 0.00866013307737829 0.010011896488769 0.0111129632716564 0.0162964652966772 0.0331301351709515 0.00792732230907044 0.0122301038446999 0.00355804957887942 0.00552451087361853 0.0043978395613155 0.00378762771407198 0.00502516771497249 0.0013462996952875 0.00401731772965924 0.000933754767985284 0.0108651561685113 0.00998214621847781 0.00891817421397058 0.00450379444682145 0 0.0062992125984252 0.00618171140680297 0.00219349956404196 0.00224748682812184 0.0144472674737209 0.00636725582510272 0.00659582518980355
"n" 0 0.00412254561302253 0.000617386848425355 0 0 0.00369941707756621 0.0144537590891908 0.0137239055185349 0.00220980434944741 0.00412297458873328 0.0359824632836838 0.0150755031449175 0.0179506626038334 0.00216317108520113 0.0256782561195953 0.0101408124239439 0.0211051091476388 0.0049203719801217 0.00495417389150359 0.00725513905683192 0.0173228346456693 0 0.00246768700954721 0.00353176501562003 0.000498181637024859 0.00149817784120064 0
"credit" 0.00288671102579276 0.00765615613847042 0.0111129632716564 0.0220002281505142 0.0066260270341903 0.00105697630787606 0.00222365524449089 0.00559122076681051 0.00745808967938501 0.00467270453389772 0.00284072078555399 0.00251258385748624 0.000448766565095834 0.00370829328891622 0.00513565122391906 0.0065190937011068 0.0054188793757451 0.00973823621065753 0.0103587272276893 0.00725513905683192 0.0062992125984252 0.0139088506653067 0.00493537401909441 0.00642139093749097 0.00896726946644747 0.00486907798390208 0.00902586604920486
"observe" 0.00433006653868914 0.00412254561302253 0.0141998975137832 0.00814823264833858 0.00745428041346409 0.00475639338544227 0.00667096573347268 0.00609951356379329 0.00883921739778964 0.0131935186839465 0.00946906928517996 0.00418763976247707 0.000448766565095834 0.00370829328891622 0.00280126430395585 0.00796778119024164 0.00427806266506192 0.0137360384445064 0.0141869525074876 0.00967351874244256 0.0089238845144357 0 0.000274187445505245 0.000963208640623646 0.00298908982214916 0.00112363338090048 0.00138859477680075
"prevent" 0.0144335551289638 0.00588935087574648 0.010495576423231 0.0130371722373417 0.0182215743440233 0.00264244076969015 0.00333548286673634 0.00254146398491387 0.00469583424257575 0.00329837967098663 0.00378762771407198 0.010050335429945 0.00628273191134168 0.00247219552594415 0.00793691552787491 0.018832937358753 0.0128341879951858 0.0108658214561021 0.00225189722341072 0 0.0031496062992126 0.00849985318435409 0.00438699912808392 0.00224748682812184 0.00996363274049718 0.0074908892060032 0.0052072304130028
"threw" 0.00288671102579276 0.0135455070142169 0.00123477369685071 0.00733340938350472 0.00248476013782136 0.00634185784725635 0.00667096573347268 0.0101658559396555 0.00441960869889482 0.00357324464356885 0.010415976213698 0.0134004472399266 0.0125654638226834 0.0101978065445196 0.0172744632077278 0.013762531146781 0.00798571697478225 0.00676551147266733 0.00720607111491432 0.0120918984280532 0.0078740157480315 0.00231814177755112 0.00329024934606294 0.00160534773437274 0.00697454291834803 0.00411998906330176 0.00451293302460243
"bucket" 0 0 0 0 0 0 0 0 0.12236791585065 0.000824594917746657 0.00189381385703599 0 0.000448766565095834 0 0 0 0 0 0.000225189722341072 0 0.0005249343832021 0 0.000274187445505245 0.000321069546874549 0 0 0
"comfortable" 0.0115468441031711 0.00353361052544789 0.0209911528464621 0.00977787917800629 0.0248476013782136 0.00528488153938029 0.00333548286673634 0.00152487839094832 0.00801054076674686 0.0123689237661999 0.00662834849962597 0.00418763976247707 0.0130142303877792 0.00525341549263131 0.00420189645593378 0.00144868748913484 0.00171122506602477 0.00102507749585869 0.00337784583511609 0 0.0010498687664042 0.00618171140680297 0.00932237314717834 0.013484920968731 0.0194290838439695 0.00898906704720384 0.00833156866080448
"personal" 0.00577342205158553 0.00117787017514929 0.00432170793897748 0.00162964652966772 0.00579777365491651 0.00422790523150424 0.00555913811122724 0.00559122076681051 0.00469583424257575 0.00604702939680882 0.00284072078555399 0.00335011180998166 0.00762903160662918 0.0185414664445811 0.0149400762877645 0.00144868748913484 0.00171122506602477 0.00738055797018255 0.00292746639043394 0 0.0020997375328084 0.0108179949619052 0.0054837489101049 0.00577925184374187 0.00946545110347233 0.00898906704720384 0.020481772957811
"couple" 0.00433006653868914 0.00353361052544789 0.0135825106653578 0.00651858611867086 0.00993904055128545 0.000528488153938029 0.00222365524449089 0.00152487839094832 0.00580073641729945 0.00357324464356885 0.00189381385703599 0.00670022361996332 0.00224383282547917 0.00525341549263131 0.00186750953597057 0.00579474995653938 0.00598928773108669 0.00215266274130324 0.00743126083725539 0.0314389359129383 0.0141732283464567 0.027044987404763 0.0180963714033462 0.0189431032655984 0.00448363473322373 0.00486907798390208 0.00659582518980355
"false" 0.0101034885902747 0.0188459228023887 0.00185216054527606 0.00977787917800629 0.00248476013782136 0.00475639338544227 0.0122301038446999 0.00914927034568993 0.0052482853299376 0.0043978395613155 0.00473453464258998 0.00335011180998166 0.00538519878115001 0.00803463545931848 0.00747003814388227 0.00724343744567422 0.00941173786313622 0.00399780223384888 0.0024770869457518 0.00241837968561064 0.0094488188976378 0.00695442533265335 0.00575793635561015 0.00321069546874549 0.0149454491107458 0.0176035896341075 0.0100673121318054
"opposite" 0.00721677756448191 0.010011896488769 0.00432170793897748 0.00896305591317243 0.000828253379273787 0.00581336969331832 0.010006448600209 0.0096575631426727 0.0102203451161943 0.011269463875871 0.00662834849962597 0.010050335429945 0.0197457288642167 0.0101978065445196 0.0107381798318308 0.0065190937011068 0.00256683759903715 0.000922569746272818 0 0.00241837968561064 0.0125984251968504 0.00927256711020446 0.00740306102864162 0.0105952950468601 0.00498181637024859 0.0074908892060032 0.00659582518980355
"naturally" 0.0101034885902747 0.00471148070059718 0.00864341587795497 0.00977787917800629 0.0107672939305592 0.00951278677088453 0.00333548286673634 0.00609951356379329 0.011325247290918 0.00907054409521323 0.000946906928517996 0.00335011180998166 0.00359013252076667 0.0105068309852626 0.0168075858237351 0.00362171872283711 0.00370765430972033 0.00727805022059668 0.0065305019478911 0.00967351874244256 0.00997375328083989 0.00386356962925186 0.00575793635561015 0.00417390410936913 0.00547999800727345 0.00224726676180096 0.00277718955360149
"nose" 0.00433006653868914 0.00353361052544789 0 0.000814823264833858 0 0.00792732230907044 0.0122301038446999 0.00457463517284497 0.00469583424257575 0.0120940587936176 0.0160974177848059 0.00837527952495415 0.0112191641273959 0.00432634217040226 0.00653628337589699 0.00869212493480906 0.00598928773108669 0.00194764724213151 0.000900758889364289 0.00483675937122128 0.0582677165354331 0.00618171140680297 0.00822562336515736 0.009953155953111 0.00647636128132317 0.0018727223015008 0.00243004085940131
"fallen" 0.00144335551289638 0.00471148070059718 0.00432170793897748 0.00244446979450157 0.00165650675854757 0.00739883415513241 0.00333548286673634 0.00762439195474161 0.00773431522306594 0.00742135425971991 0.0160974177848059 0.00670022361996332 0.00897533130191668 0.00710756213708942 0.00980442506384548 0.00941646867937648 0.0054188793757451 0.00584294172639452 0.00450379444682145 0.00241837968561064 0.00997375328083989 0.0139088506653067 0.00356443679156819 0.00834780821873826 0.00697454291834803 0.0112363338090048 0.00729012257820392
"kissed" 0.00433006653868914 0.00765615613847042 0.00123477369685071 0.00162964652966772 0.00248476013782136 0.0100412749248226 0.00111182762224545 0.00304975678189664 0.00773431522306594 0.00852081415004879 0.00946906928517996 0.0108878633824404 0.00762903160662918 0.00278121996668717 0.00653628337589699 0.00434606246740453 0.0054188793757451 0.00297272473799019 0.0168892291755804 0.00483675937122128 0.0010498687664042 0.00386356962925186 0.0115158727112203 0.0147691991562292 0.00896726946644747 0.00337090014270144 0.00833156866080448
"filled" 0.00288671102579276 0.00117787017514929 0.00123477369685071 0.000814823264833858 0.00414126689636894 0.0195540616957071 0.0177892419559272 0.0223648830672421 0.00386715761153297 0.00384810961615107 0.00852216235666196 0.0125629192874312 0.0130142303877792 0.00927073322229055 0.0121388119838087 0.00579474995653938 0.0051336751980743 0.00369027898509127 0.00450379444682145 0 0.0020997375328084 0.0100452810360548 0.00822562336515736 0.009953155953111 0.00547999800727345 0.00449453352360192 0.00624867649560336
"king" 0 0 0.00123477369685071 0.00651858611867086 0 0.00158546446181409 0.00778279335571813 0.00508292796982774 0.00359093206785204 0.00687162431455547 0.00189381385703599 0.00251258385748624 0.00493643221605417 0.00494439105188829 0.00700316075988963 0.00579474995653938 0.0165418423049061 0.00348526348591954 0.00450379444682145 0.0362756952841596 0.0325459317585302 0.0401811241442193 0.00795143591965211 0.0112374341406092 0.000996363274049719 0 0.00590152780140317
"hurt" 0.00433006653868914 0.00412254561302253 0.00493909478740284 0.00488893958900315 0.00828253379273787 0.00687034600119438 0.00333548286673634 0.00762439195474161 0.00552451087361853 0.00522243447906216 0.0132566969992519 0.0276384224323487 0.00718026504153335 0.0101978065445196 0.0135394441357866 0.00362171872283711 0.00484847102040351 0.00543291072805104 0.00630531222555003 0.00725513905683192 0.0110236220472441 0.00618171140680297 0.00493537401909441 0.00385283456249458 0.0024909081851243 0.0037454446030016 0.0128445016854069
"shame" 0.00144335551289638 0.00824509122604507 0.00555648163582819 0.00814823264833858 0.0066260270341903 0.00951278677088453 0.00889462097796358 0.00813268475172438 0.0041433831552139 0.00742135425971991 0.011362883142216 0.0125629192874312 0.0121166972575875 0.00587146437411735 0.0056025286079117 0.00507040621197195 0.00884132950779463 0.00594544947598038 0.00833201972661968 0.00725513905683192 0.0036745406824147 0.00695442533265335 0.00877399825616785 0.00738459957811462 0.00448363473322373 0.00262181122210112 0.00416578433040224
"spare" 0.0173202661547566 0.010011896488769 0.00740864218110426 0.005703762853837 0.00993904055128545 0.00422790523150424 0.00444731048898179 0.00559122076681051 0.00856299185410872 0.00879567912263101 0.00757525542814397 0.0108878633824404 0.00987286443210835 0.00865268434080451 0.00466877383992642 0.00289737497826969 0.00171122506602477 0.00984074396024339 0.0103587272276893 0.00483675937122128 0.0073490813648294 0.00231814177755112 0.00191931211853672 0.00642139093749097 0.0024909081851243 0.00074908892060032 0.00486008171880262
"capable" 0.00288671102579276 0.00235574035029859 0.00370432109055213 0.0146668187670094 0.0149085608269282 0.00158546446181409 0.00778279335571813 0.00355804957887942 0.00386715761153297 0.00329837967098663 0.00284072078555399 0.0058626956674679 0.00224383282547917 0.0067985376963464 0.00466877383992642 0.0115894999130788 0.0188234757262724 0.0143510849420216 0.00900758889364289 0.00483675937122128 0.0031496062992126 0.00154542785170074 0.00054837489101049 0.00160534773437274 0.00149454491107458 0.00411998906330176 0.00451293302460243
"deserve" 0 0.00824509122604507 0.0129651238169325 0.00733340938350472 0.0066260270341903 0.00105697630787606 0.00222365524449089 0.00101658559396555 0.00110490217472371 0.00274864972582219 0.00284072078555399 0.0058626956674679 0.00359013252076667 0.00185414664445811 0.00280126430395585 0.00941646867937648 0.0114081671068318 0.0165037476833249 0.0213930236224019 0.00241837968561064 0.0020997375328084 0.000772713925850372 0.0030160619005577 0.000963208640623646 0.00348727145917401 0.00112363338090048 0.00104144608260056
"caught" 0.00433006653868914 0.0111897666639183 0.0135825106653578 0.00896305591317243 0.00911078717201166 0.0121552275405747 0.0133419314669454 0.0218565902702593 0.00441960869889482 0.00659675934197326 0.00946906928517996 0.0159130310974129 0.00807779817172501 0.00525341549263131 0.00513565122391906 0.00941646867937648 0.0051336751980743 0.00379278673467714 0.00270227666809287 0.0145102781136638 0.005249343832021 0.0054089974809526 0.00603212380111539 0.00738459957811462 0.00797090619239775 0.00449453352360192 0.00277718955360149
"land" 0.00288671102579276 0.00530041578817183 0.00123477369685071 0.000814823264833858 0.00414126689636894 0.00845581046300847 0.0111182762224545 0.00914927034568993 0.00331470652417112 0.00467270453389772 0.00946906928517996 0.00837527952495415 0.0152580632132584 0.0271941507853856 0.018208217975713 0.00796778119024164 0.00370765430972033 0.00082006199668695 0.00360303555745716 0.0193470374848851 0.010498687664042 0.0123634228136059 0.00383862423707343 0.00321069546874549 0.00697454291834803 0.00524362244420224 0.00902586604920486
"spent" 0.00721677756448191 0.00883402631361971 0.0129651238169325 0.0179261118263449 0.0314736284124039 0.0089842986169465 0.00889462097796358 0.00609951356379329 0.00138112771840463 0.00302351469840441 0.00378762771407198 0.0108878633824404 0.00448766565095834 0.00957975766303357 0.00606940599190435 0.0108651561685113 0.011122962929161 0.00102507749585869 0.000900758889364289 0.00241837968561064 0.0057742782152231 0.0131361367394563 0.00712887358313638 0.00931101685936191 0.00996363274049718 0.0056181669045024 0.0104144608260056
"stone" 0.00577342205158553 0.00588935087574648 0.00123477369685071 0.00162964652966772 0.00248476013782136 0.0137406920023888 0.0122301038446999 0.0142321983155177 0.00966789402883242 0.00632189436939104 0.0255664870699859 0.0125629192874312 0.0179506626038334 0.0244129308186985 0.00747003814388227 0.00362171872283711 0.000855612533012384 0.00112758524544456 0.000225189722341072 0.00967351874244256 0.0083989501312336 0.00849985318435409 0.00493537401909441 0.00577925184374187 0.00398545309619887 0.00337090014270144 0.00590152780140317
"suit" 0.00433006653868914 0.00471148070059718 0.00802602902952961 0.005703762853837 0.00165650675854757 0.00634185784725635 0.0111182762224545 0.00508292796982774 0.0185071114266221 0.00549729945164438 0.00284072078555399 0.00418763976247707 0.00314136595567084 0.00957975766303357 0.0088706702958602 0.00434606246740453 0.00171122506602477 0.0049203719801217 0.00472898416916252 0.0145102781136638 0.0062992125984252 0.00927256711020446 0.0030160619005577 0.00770566912498916 0.00747272455537289 0.0119854227296051 0.0107616095202058
"keeping" 0.0115468441031711 0.00765615613847042 0.0067912553326789 0.00325929305933543 0.000828253379273787 0.00687034600119438 0.00222365524449089 0.0101658559396555 0.0104965706598752 0.0109945989032888 0.00946906928517996 0.010050335429945 0.00538519878115001 0.0108158554260056 0.013072566751794 0.00796778119024164 0.00342245013204953 0.00481786423053583 0.00382822527979823 0 0.0068241469816273 0.0108179949619052 0.00575793635561015 0.00321069546874549 0.00797090619239775 0.0056181669045024 0.00590152780140317
"occasions" 0.0173202661547566 0.00706722105089577 0.00432170793897748 0.005703762853837 0.00248476013782136 0.00369941707756621 0.00333548286673634 0.00304975678189664 0.00662941304834223 0.00742135425971991 0.00757525542814397 0.00251258385748624 0.002692599390575 0.00463536661114528 0.00326814168794849 0.00869212493480906 0.0114081671068318 0.00963572846107166 0.00900758889364289 0.00483675937122128 0.0125984251968504 0.00772713925850372 0.00411281168257868 0.00481604320311823 0.00597817964429831 0.00711634474570304 0.00347148694200187
"learn" 0.00721677756448191 0.00765615613847042 0.00308693424212677 0.00814823264833858 0.00745428041346409 0.0100412749248226 0.00778279335571813 0.00508292796982774 0.00745808967938501 0.00742135425971991 0.00473453464258998 0.0108878633824404 0.0152580632132584 0.00927073322229055 0.019608850127691 0.00724343744567422 0.00655969608642827 0.00276770923881845 0.00765645055959646 0.00241837968561064 0.0005249343832021 0.00309085570340149 0.00329024934606294 0.00321069546874549 0.00697454291834803 0.00823997812660352 0.00867871735500467
"sedley" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000309024440743018 0 0 0 0 0.000675569167023217 0 0 0 0 0.139665252890429 0 0 0
"request" 0.00577342205158553 0.00765615613847042 0.00246954739370142 0.00977787917800629 0.00828253379273787 0.00845581046300847 0.00444731048898179 0.00254146398491387 0.0041433831552139 0.00467270453389772 0.00568144157110798 0.00502516771497249 0.002692599390575 0.00648951325560339 0.00420189645593378 0.00869212493480906 0.00627449190875748 0.0145561004411934 0.0101335375053483 0 0 0.00309085570340149 0.00219349956404196 0.00160534773437274 0.00398545309619887 0.0056181669045024 0.0100673121318054
"required" 0.0129901996160674 0.00824509122604507 0.00864341587795497 0.00814823264833858 0.015736814206202 0.00739883415513241 0.00444731048898179 0.00711609915775884 0.00441960869889482 0.00494756950647994 0.00757525542814397 0.00251258385748624 0.00628273191134168 0.00927073322229055 0.0056025286079117 0.0065190937011068 0.00655969608642827 0.00553541847763691 0.0040534150021393 0.00725513905683192 0.005249343832021 0.00772713925850372 0.00438699912808392 0.00288962592187094 0.0169381756588452 0.00898906704720384 0.0100673121318054
"wit" 0 0.00294467543787324 0.0067912553326789 0.00488893958900315 0.00496952027564272 0.00158546446181409 0.00222365524449089 0.00304975678189664 0.00138112771840463 0.000549729945164438 0 0.00418763976247707 0.0013462996952875 0.00278121996668717 0.00140063215197793 0.0159355623804833 0.0108377587514902 0.0124034376998901 0.0148625216745108 0.00483675937122128 0.0257217847769029 0.00463628355510223 0.00603212380111539 0.00642139093749097 0.00597817964429831 0.00449453352360192 0.000694297388400374
"calling" 0.0173202661547566 0.00883402631361971 0.0117303501200817 0.0122223489725079 0.0107672939305592 0.00158546446181409 0.00555913811122724 0.00660780636077606 0.00966789402883242 0.00879567912263101 0.00568144157110798 0.0125629192874312 0.002692599390575 0.00927073322229055 0.00606940599190435 0.00941646867937648 0.00598928773108669 0.00399780223384888 0.00517936361384466 0.00241837968561064 0.0041994750656168 0.0115907088877556 0.00904818570167309 0.00545818229686732 0.00747272455537289 0.00337090014270144 0.00347148694200187
"coat" 0.00288671102579276 0.00530041578817183 0 0.00325929305933543 0.00165650675854757 0.00264244076969015 0.00555913811122724 0.00304975678189664 0.00994411957251335 0.0120940587936176 0.011362883142216 0.0058626956674679 0.00628273191134168 0.00525341549263131 0.00466877383992642 0.00796778119024164 0.00427806266506192 0.00276770923881845 0.0040534150021393 0.0217654171704958 0.0120734908136483 0.0185451342204089 0.0148061220572832 0.016374546890602 0.00747272455537289 0.00449453352360192 0.00138859477680075
"blame" 0.0129901996160674 0.0147233771893662 0.00370432109055213 0.0130371722373417 0.00414126689636894 0.00264244076969015 0.00889462097796358 0.00457463517284497 0.00359093206785204 0.00329837967098663 0.00473453464258998 0.00837527952495415 0.00359013252076667 0.00556243993337433 0.0056025286079117 0.00579474995653938 0.0116933712845026 0.0131209919469912 0.00900758889364289 0 0.0047244094488189 0.00154542785170074 0.000274187445505245 0.00160534773437274 0.00896726946644747 0.00224726676180096 0.00555437910720299
"kennedy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16292684023057 0
"forgotten" 0.018763621667653 0.0147233771893662 0.0117303501200817 0.00977787917800629 0.00496952027564272 0.0116267393866366 0.00889462097796358 0.0172819550974143 0.00718186413570408 0.0104448689581243 0.00378762771407198 0.00921280747744956 0.00628273191134168 0.00432634217040226 0.0116719345998161 0.00217303123370227 0.00256683759903715 0.00297272473799019 0.00135113833404643 0.00241837968561064 0.0015748031496063 0.00927256711020446 0.00685468613763113 0.00674246048436552 0.00896726946644747 0.0074908892060032 0.00555437910720299
"gratitude" 0.00721677756448191 0.00353361052544789 0.0179042186043353 0.0195557583560126 0.0149085608269282 0.00581336969331832 0.010006448600209 0.00355804957887942 0.00469583424257575 0.0043978395613155 0.00662834849962597 0.00251258385748624 0 0.00494439105188829 0.00326814168794849 0.0065190937011068 0.0102673503961486 0.00645798822390973 0.0150877113968518 0.00241837968561064 0.0010498687664042 0.00463628355510223 0.00466118657358917 0.0125217123281074 0.00149454491107458 0.00337090014270144 0.00243004085940131
